fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62
8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55
6.4,0.16,0.25,1.3,0.047,20.0,77.0,0.9933,3.61,0.54
6.4,0.22,0.32,7.9,0.029,34.0,124.0,0.9948,3.4,0.39
5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57
5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52
7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48
8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38
6.6,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48
6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39
6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,3.41,0.41
6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46
7.8,0.5,0.3,1.9,0.075,8.0,22.0,0.9959,3.31,0.56
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74
7.5,0.4,1.0,19.5,0.041,33.0,148.0,0.9977,3.24,0.38
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47
5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,3.3,0.39
6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47
9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46
5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45
6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36
6.7,0.34,0.43,1.6,0.041,29.0,114.0,0.99014,3.23,0.44
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43
7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38
6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49
7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33
8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.27
6.7,0.39,0.31,2.7,0.054,27.0,202.0,0.9948,3.46,0.57
9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,0.35
7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39
7.0,0.13,0.3,5.0,0.056,31.0,122.0,0.9945,3.47,0.42
7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39
8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57
6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64
9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36
9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53
7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.99393,3.11,0.52
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67
7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5
7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69
6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37
7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86
8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71
6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,0.52
6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55
7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.9936,3.34,0.68
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71
7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74
7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,3.11,0.42
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.99563,3.12,0.46
6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62
7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4
6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43
8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52
9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48
6.4,0.24,0.23,2.0,0.046,30.0,133.0,0.9908,3.12,0.54
5.9,0.27,0.29,11.4,0.036,31.0,115.0,0.9949,3.35,0.48
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54
7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42
6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46
6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78
6.0,0.11,0.47,10.6,0.052,69.0,148.0,0.9958,2.91,0.34
7.6,0.19,0.32,18.75,0.047,32.0,193.0,1.00014,3.1,0.5
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63
9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45
7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84
8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75
6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53
7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52
6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51
6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42
8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4
6.7,0.23,0.25,1.6,0.036,28.0,143.0,0.99256,3.3,0.54
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46
6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545,3.13,0.5
6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37
6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56
7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45
6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51
6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46
7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75
6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,0.35
6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59
6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62
5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77
6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46
6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58
6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42
7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98
8.0,0.3,0.28,5.7,0.044,31.0,124.0,0.9948,3.16,0.51
7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34
6.0,0.18,0.31,1.4,0.036,14.0,75.0,0.99085,3.34,0.58
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49
6.2,0.37,0.3,6.6,0.346,79.0,200.0,0.9954,3.29,0.58
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,3.2,0.42
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49
6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6
6.8,0.26,0.22,4.8,0.041,110.0,198.0,0.99437,3.29,0.67
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56
6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39
7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62
7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52
6.7,0.41,0.43,2.8,0.076,22.0,54.0,0.99572,3.42,1.16
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5
7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44
7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62
7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79
8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82
7.9,0.46,0.4,10.1,0.168,19.0,184.0,0.99782,3.06,0.62
5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51
8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3
9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46
7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72
5.6,0.13,0.27,4.8,0.028,22.0,104.0,0.9948,3.34,0.45
8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73
6.0,0.44,0.26,3.1,0.053,57.0,128.0,0.98982,3.22,0.39
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63
6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59
7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52
7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,3.47,0.44
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4
6.8,0.18,0.37,1.6,0.055,47.0,154.0,0.9934,3.08,0.45
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66
5.6,0.25,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5
7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61
7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54
7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53
7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59
7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62
6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4
7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36
8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75
8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45
7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57
6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37
4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58
6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54
4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33
6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,3.06,0.5
8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34
6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56
6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,3.27,0.5
6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51
7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,3.2,0.56
6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9
8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56
6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47
5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65
7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5
6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.99074,3.16,0.51
6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,3.48,0.56
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46
6.8,0.27,0.32,1.5,0.044,19.0,142.0,0.9921,3.1,0.43
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6
7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85
6.7,0.23,0.17,1.3,0.061,14.0,100.0,0.9925,3.07,0.55
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82
5.9,0.12,0.28,1.4,0.037,36.0,83.0,0.99074,3.33,0.42
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43
6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4
6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47
7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53
5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,3.57,0.59
8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49
9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53
7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56
7.2,0.115,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02
7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.99437,3.26,0.38
9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32
8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54
7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44
7.8,0.58,0.02,2.0,0.073,9.0,18.0,0.9968,3.36,0.57
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78
7.6,0.2,0.39,2.6,0.044,30.0,180.0,0.9941,3.46,0.44
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48
5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61
6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.99304,3.35,0.61
6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4
7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.99442,3.08,0.38
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44
6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54
7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,3.37,0.4
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46
7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71
7.4,0.29,0.25,3.8,0.044,30.0,114.0,0.992,3.11,0.4
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52
7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.98968,3.23,0.47
5.7,0.37,0.3,1.1,0.029,24.0,88.0,0.98883,3.18,0.39
6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39
6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36
6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55
7.5,0.305,0.38,1.4,0.047,30.0,95.0,0.99158,3.22,0.52
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56
5.8,0.26,0.29,1.0,0.042,35.0,101.0,0.99044,3.36,0.48
6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44
7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29
6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67
